"SurveyResponseID","AnswerNumber","SocialMediaUsed","TripStage"
3461504,139,"None of these","Planning trip to NZ"
3194031,146,"Google+","Planning trip to NZ"
3337943,124,"Facebook","Planning trip to NZ"
3461512,119,"None of these","Planning trip to NZ"
3461504,142,"Wechat","After trip to NZ"
3337931,130,"None of these","During trip to NZ"
3194031,147,"None of these","During trip to NZ"
3337956,116,"Facebook","During trip to NZ"
3194031,149,"Wechat","After trip to NZ"
3337960,176,"Wechat","During trip to NZ"
3461508,145,"Facebook","After trip to NZ"
3337944,111,"Instagram","After trip to NZ"
3194019,147,"Google+","After trip to NZ"
3337919,127,"Instagram","After trip to NZ"
3193999,138,"None of these","Planning trip to NZ"
3337944,107,"None of these","Planning trip to NZ"
3194023,130,"Facebook","Planning trip to NZ"
3337944,110,"Facebook","After trip to NZ"
3461508,144,"Google+","During trip to NZ"
3194019,144,"None of these","Planning trip to NZ"
3194031,148,"Facebook","After trip to NZ"
3194023,131,"Facebook","During trip to NZ"
3337919,124,"None of these","Planning trip to NZ"
3461508,143,"None of these","Planning trip to NZ"
3337931,131,"Facebook","After trip to NZ"
3337956,117,"Facebook","After trip to NZ"
3337960,177,"Facebook","After trip to NZ"
3337956,114,"Facebook","Planning trip to NZ"
3337960,175,"Google+","Planning trip to NZ"
3461512,120,"Facebook","During trip to NZ"
3194039,147,"None of these","Planning trip to NZ"
3337964,99,"None of these","Planning trip to NZ"
3337960,178,"Wechat","After trip to NZ"
3337956,115,"Google+","Planning trip to NZ"
3337943,126,"Facebook","After trip to NZ"
3194055,152,"None of these","Planning trip to NZ"
3194039,149,"None of these","After trip to NZ"
3337947,104,"Facebook","Planning trip to NZ"
3337943,125,"Facebook","During trip to NZ"
3194039,148,"None of these","During trip to NZ"
3461512,121,"None of these","After trip to NZ"
3337964,101,"None of these","After trip to NZ"
3194067,127,"Facebook","Planning trip to NZ"
3461516,136,"Facebook","Planning trip to NZ"
3337964,100,"Facebook","During trip to NZ"
3337968,120,"Facebook","Planning trip to NZ"
3337947,105,"Facebook","During trip to NZ"
3194055,154,"Google+","During trip to NZ"
3337963,149,"Google+","Planning trip to NZ"
3461516,137,"None of these","During trip to NZ"
3194055,155,"Google+","After trip to NZ"
3194067,130,"Google+","After trip to NZ"
3337963,148,"Instagram","Planning trip to NZ"
3461516,138,"Wechat","After trip to NZ"
3337947,106,"Facebook","After trip to NZ"
3337972,112,"Facebook","After trip to NZ"
3461520,127,"None of these","During trip to NZ"
3337968,121,"Facebook","During trip to NZ"
3461520,126,"None of these","Planning trip to NZ"
3194067,129,"Twitter","After trip to NZ"
3194055,153,"Facebook","During trip to NZ"
3337980,131,"Wechat","During trip to NZ"
3194087,126,"Facebook","After trip to NZ"
3337987,157,"None of these","During trip to NZ"
3461524,149,"Wechat","During trip to NZ"
3194075,125,"None of these","Planning trip to NZ"
3337972,110,"Facebook","Planning trip to NZ"
3461524,148,"None of these","Planning trip to NZ"
3194067,128,"None of these","During trip to NZ"
3461520,128,"Facebook","After trip to NZ"
3194075,127,"None of these","After trip to NZ"
3337963,151,"None of these","After trip to NZ"
3194087,125,"None of these","During trip to NZ"
3337968,122,"Facebook","After trip to NZ"
3337992,103,"Weibu","During trip to NZ"
3337963,150,"Google+","During trip to NZ"
3194075,126,"Facebook","During trip to NZ"
3461524,150,"None of these","After trip to NZ"
3337972,111,"Facebook","During trip to NZ"
3194091,137,"None of these","After trip to NZ"
3337980,132,"Wechat","After trip to NZ"
3337987,158,"None of these","After trip to NZ"
3337992,105,"Weibu","After trip to NZ"
3337980,130,"None of these","Planning trip to NZ"
3194103,130,"None of these","During trip to NZ"
3194091,135,"None of these","Planning trip to NZ"
3337992,102,"Wechat","Planning trip to NZ"
3461528,96,"None of these","Planning trip to NZ"
3337987,156,"None of these","Planning trip to NZ"
3194111,133,"Google+","Planning trip to NZ"
3461532,132,"None of these","Planning trip to NZ"
3194115,142,"None of these","Planning trip to NZ"
3194091,136,"None of these","During trip to NZ"
3337992,106,"Wechat","After trip to NZ"
3194087,124,"None of these","Planning trip to NZ"
3194103,129,"None of these","Planning trip to NZ"
3337992,104,"Wechat","During trip to NZ"
3194103,131,"None of these","After trip to NZ"
3337992,101,"Weibu","Planning trip to NZ"
3337996,113,"None of these","Planning trip to NZ"
3337996,114,"None of these","During trip to NZ"
3338008,133,"None of these","Planning trip to NZ"
3461536,130,"Facebook","Planning trip to NZ"
3461528,98,"None of these","After trip to NZ"
3194111,135,"Facebook","After trip to NZ"
3461532,133,"None of these","During trip to NZ"
3461532,134,"None of these","After trip to NZ"
3194115,144,"None of these","After trip to NZ"
3337999,160,"None of these","Planning trip to NZ"
3461536,131,"None of these","During trip to NZ"
3461528,97,"Facebook","During trip to NZ"
3338008,134,"None of these","During trip to NZ"
3461536,132,"None of these","After trip to NZ"
3194111,134,"None of these","During trip to NZ"
3337999,162,"None of these","After trip to NZ"
3194127,123,"Facebook","During trip to NZ"
3337996,115,"None of these","After trip to NZ"
3338016,105,"Facebook","During trip to NZ"
3338007,132,"Facebook","During trip to NZ"
3338016,106,"Facebook","After trip to NZ"
3194127,126,"None of these","After trip to NZ"
3194115,143,"None of these","During trip to NZ"
3338007,135,"Google+","After trip to NZ"
3461540,132,"Instagram","During trip to NZ"
3337999,161,"Facebook","During trip to NZ"
3338007,133,"Google+","During trip to NZ"
3194139,127,"Wechat","After trip to NZ"
3338008,135,"None of these","After trip to NZ"
3194127,125,"Google+","During trip to NZ"
3194127,124,"Instagram","During trip to NZ"
3461540,133,"Google+","After trip to NZ"
3194139,125,"Twitter","During trip to NZ"
3338024,113,"None of these","After trip to NZ"
3338011,123,"Google+","During trip to NZ"
3338011,122,"Facebook","During trip to NZ"
3338007,134,"Facebook","After trip to NZ"
3338024,112,"None of these","During trip to NZ"
3194139,126,"Facebook","After trip to NZ"
3461540,131,"None of these","Planning trip to NZ"
3338024,111,"None of these","Planning trip to NZ"
3194139,124,"None of these","Planning trip to NZ"
3338011,124,"None of these","After trip to NZ"
3338036,99,"None of these","Planning trip to NZ"
3194127,122,"Google+","Planning trip to NZ"
3338016,104,"Facebook","Planning trip to NZ"
3338007,131,"Google+","Planning trip to NZ"
3338011,121,"Google+","Planning trip to NZ"
3461544,141,"Facebook","Planning trip to NZ"
3194159,129,"None of these","Planning trip to NZ"
3338023,131,"Facebook","Planning trip to NZ"
3338064,130,"None of these","Planning trip to NZ"
3338015,114,"None of these","During trip to NZ"
3338015,115,"None of these","After trip to NZ"
3461544,143,"Facebook","During trip to NZ"
3338023,133,"Facebook","After trip to NZ"
3338007,130,"Facebook","Planning trip to NZ"
3461544,142,"Google+","Planning trip to NZ"
3338015,113,"None of these","Planning trip to NZ"
3461612,145,"None of these","Planning trip to NZ"
3338053,108,"Facebook","Planning trip to NZ"
3338036,101,"Instagram","During trip to NZ"
3338036,102,"None of these","After trip to NZ"
3338036,100,"Facebook","During trip to NZ"
3461544,145,"Facebook","After trip to NZ"
3338023,132,"Facebook","During trip to NZ"
3338064,131,"Facebook","During trip to NZ"
3461544,144,"Google+","During trip to NZ"
3338064,132,"None of these","After trip to NZ"
3461616,128,"Wechat","Planning trip to NZ"
3338053,109,"Facebook","During trip to NZ"
3338068,133,"None of these","After trip to NZ"
3194159,131,"None of these","After trip to NZ"
3194175,125,"None of these","During trip to NZ"
3338080,131,"Wechat","During trip to NZ"
3338068,131,"Wechat","Planning trip to NZ"
3461612,146,"Google+","During trip to NZ"
3338080,129,"None of these","Planning trip to NZ"
3194175,124,"Google+","Planning trip to NZ"
3338053,110,"Facebook","After trip to NZ"
3194159,130,"None of these","During trip to NZ"
3338055,129,"None of these","During trip to NZ"
3461616,129,"Google+","During trip to NZ"
3338080,132,"Facebook","After trip to NZ"
3194183,142,"Pinterest","Planning trip to NZ"
3338055,128,"None of these","Planning trip to NZ"
3461616,127,"Twitter","Planning trip to NZ"
3461612,147,"Weibu","After trip to NZ"
3338068,132,"None of these","During trip to NZ"
3338080,130,"Facebook","During trip to NZ"
3194175,126,"None of these","After trip to NZ"
3194183,143,"Facebook","During trip to NZ"
3338080,133,"Google+","After trip to NZ"
3461620,123,"Twitter","Planning trip to NZ"
3194191,134,"Google+","During trip to NZ"
3338092,158,"None of these","During trip to NZ"
3461620,125,"Weibu","During trip to NZ"
3338092,157,"None of these","Planning trip to NZ"
3461620,124,"Weibu","Planning trip to NZ"
3461616,131,"Instagram","After trip to NZ"
3338100,130,"None of these","Planning trip to NZ"
3461624,133,"Weibu","After trip to NZ"
3461632,137,"Weibu","Planning trip to NZ"
3338112,132,"None of these","Planning trip to NZ"
3338100,131,"None of these","During trip to NZ"
3461624,132,"None of these","During trip to NZ"
3338057,136,"None of these","Planning trip to NZ"
3194191,133,"Facebook","Planning trip to NZ"
3338055,130,"None of these","After trip to NZ"
3461624,131,"None of these","Planning trip to NZ"
3194183,144,"None of these","After trip to NZ"
3461616,130,"Weibu","After trip to NZ"
3461620,126,"Weibu","After trip to NZ"
3338092,159,"None of these","After trip to NZ"
3338100,132,"Facebook","After trip to NZ"
3338128,150,"Facebook","Planning trip to NZ"
3194191,135,"None of these","After trip to NZ"
3338124,112,"None of these","During trip to NZ"
3338057,138,"None of these","After trip to NZ"
3338128,151,"Twitter","Planning trip to NZ"
3461632,139,"Google+","During trip to NZ"
3461636,133,"Weibu","Planning trip to NZ"
3338063,101,"Google+","Planning trip to NZ"
3338144,148,"Facebook","Planning trip to NZ"
3338059,100,"None of these","After trip to NZ"
3338059,98,"None of these","Planning trip to NZ"
3461632,138,"Weibu","During trip to NZ"
3338112,134,"None of these","After trip to NZ"
3338057,137,"None of these","During trip to NZ"
3338124,113,"Facebook","After trip to NZ"
3461686,134,"Google+","Planning trip to NZ"
3338112,133,"Google+","During trip to NZ"
3461636,135,"None of these","After trip to NZ"
3461686,135,"None of these","During trip to NZ"
3338063,103,"Google+","During trip to NZ"
3338156,120,"Facebook","During trip to NZ"
3338124,111,"None of these","Planning trip to NZ"
3194195,142,"Facebook","Planning trip to NZ"
3338128,152,"Facebook","During trip to NZ"
3338144,149,"Google+","Planning trip to NZ"
3338128,155,"Twitter","After trip to NZ"
3338063,102,"Facebook","During trip to NZ"
3338075,158,"None of these","During trip to NZ"
3338128,154,"Facebook","After trip to NZ"
3194195,143,"None of these","During trip to NZ"
3338156,121,"None of these","After trip to NZ"
3338160,142,"None of these","After trip to NZ"
3461632,140,"Weibu","After trip to NZ"
3461636,134,"None of these","During trip to NZ"
3338083,131,"Instagram","During trip to NZ"
3338059,99,"None of these","During trip to NZ"
3338144,151,"Instagram","After trip to NZ"
3338128,153,"Twitter","During trip to NZ"
3338164,155,"Facebook","During trip to NZ"
3338144,150,"None of these","During trip to NZ"
3461690,128,"Facebook","After trip to NZ"
3338063,104,"None of these","After trip to NZ"
3338067,134,"None of these","Planning trip to NZ"
3338067,136,"None of these","After trip to NZ"
3461686,136,"Twitter","After trip to NZ"
3338067,135,"Google+","During trip to NZ"
3338099,127,"Facebook","After trip to NZ"
3461694,134,"Facebook","After trip to NZ"
3338083,130,"None of these","Planning trip to NZ"
3338176,165,"Weibu","Planning trip to NZ"
3338083,133,"Google+","After trip to NZ"
3461690,127,"None of these","During trip to NZ"
3338164,156,"None of these","After trip to NZ"
3338075,157,"None of these","Planning trip to NZ"
3338160,141,"None of these","During trip to NZ"
3194195,144,"Instagram","After trip to NZ"
3338075,159,"None of these","After trip to NZ"
3338099,128,"Google+","After trip to NZ"
3338115,127,"Facebook","Planning trip to NZ"
3194215,128,"None of these","Planning trip to NZ"
3194207,143,"None of these","After trip to NZ"
3461698,136,"None of these","During trip to NZ"
3338156,119,"None of these","Planning trip to NZ"
3338083,132,"Facebook","After trip to NZ"
3338099,129,"Wechat","After trip to NZ"
3461694,132,"Facebook","Planning trip to NZ"
3194207,141,"Twitter","Planning trip to NZ"
3461698,135,"Wechat","Planning trip to NZ"
3461694,133,"Facebook","During trip to NZ"
3338119,109,"None of these","Planning trip to NZ"
3194223,119,"Google+","Planning trip to NZ"
3338164,154,"Facebook","Planning trip to NZ"
3338099,125,"Wechat","Planning trip to NZ"
3338115,128,"Facebook","During trip to NZ"
3461710,124,"None of these","Planning trip to NZ"
3338099,126,"None of these","During trip to NZ"
3461690,126,"Facebook","Planning trip to NZ"
3338160,140,"None of these","Planning trip to NZ"
3194207,142,"Facebook","During trip to NZ"
3338176,166,"Wechat","Planning trip to NZ"
3461702,127,"None of these","Planning trip to NZ"
3338184,126,"None of these","Planning trip to NZ"
3461698,137,"None of these","After trip to NZ"
3338176,168,"Wechat","After trip to NZ"
3461702,128,"Facebook","During trip to NZ"
3194215,129,"None of these","During trip to NZ"
3338119,111,"None of these","After trip to NZ"
3338176,167,"Wechat","During trip to NZ"
3338115,129,"Facebook","After trip to NZ"
3194215,130,"None of these","After trip to NZ"
3338184,127,"None of these","During trip to NZ"
3461702,129,"None of these","After trip to NZ"
3338184,128,"None of these","After trip to NZ"
3194223,120,"None of these","During trip to NZ"
3338188,127,"None of these","Planning trip to NZ"
3338127,125,"Google+","Planning trip to NZ"
3338196,139,"Weibu","Planning trip to NZ"
3338127,126,"Wechat","Planning trip to NZ"
3338119,110,"None of these","During trip to NZ"
3194235,134,"Google+","Planning trip to NZ"
