"SurveyResponseID","AnswerNumber","AmenityType","SatisfactionRatingReason"
3464795,121,"Maori activities experienced","Learnt about a new culture"
3464795,124,"Maori activities experienced","Well organised"
3464791,62,"Maori activities experienced","No reason"
3464795,119,"Accommodation","Poor standard of cleanliness/dirty"
3339801,87,"Commercial transport","Poor customer service"
3464795,122,"Maori activities experienced","Informative"
3339797,91,"Maori activities experienced","Good quality/standard"
3339801,88,"Maori activities experienced","Learnt about a new culture"
3464803,62,"Maori activities experienced","No reason"
3464823,62,"Maori activities experienced","No reason"
3464811,62,"Maori activities experienced","No reason"
3464799,62,"Maori activities experienced","No reason"
3464807,61,"Maori activities experienced","No reason"
3464819,62,"Maori activities experienced","No reason"
3339801,89,"Maori activities experienced","Entertaining"
3461543,120,"Commercial transport","Poor customer service"
3461543,119,"Food & beverage outlets","Limited choices"
3461543,122,"Maori activities experienced","Entertaining"
3461543,125,"i-Sites","No reason"
3464835,61,"Maori activities experienced","No reason"
3464827,61,"Maori activities experienced","No reason"
3461543,124,"Maori activities experienced","Good staff"
3464815,61,"Maori activities experienced","No reason"
3461543,121,"Maori activities experienced","Learnt about a new culture"
3339813,98,"Commercial transport","No reason"
3461543,123,"Maori activities experienced","Good quality/standard"
3464831,63,"Maori activities experienced","No reason"
3339805,100,"Food & beverage outlets","Supermarkets lack of variety"
3339805,98,"Food & beverage outlets","Poor service"
3339805,101,"Maori activities experienced","Learnt about a new culture"
3464851,62,"Maori activities experienced","No reason"
3339801,90,"Maori activities experienced","Another indifferent or poor aspect"
3464843,64,"Maori activities experienced","No reason"
3339805,99,"Food & beverage outlets","Alcohol too expensive"
3339801,91,"Sense of safety","No safety barriers"
3339805,102,"Maori activities experienced","Good quality/standard"
3464847,61,"Maori activities experienced","No reason"
3464862,62,"Maori activities experienced","No reason"
3339813,99,"Maori activities experienced","Learnt about a new culture"
3464868,61,"Maori activities experienced","No reason"
3464858,62,"Maori activities experienced","No reason"
3339813,100,"Maori activities experienced","Well organised"
3464856,61,"Maori activities experienced","No reason"
3339821,94,"Food & beverage outlets","Not as good as you get overseas"
3464870,61,"Maori activities experienced","No reason"
3339821,97,"Maori activities experienced","Learnt about a new culture"
3464860,64,"Maori activities experienced","No reason"
3339821,96,"Activities experienced","No reason"
3461611,85,"Food & beverage outlets","Too expensive"
3464864,66,"Maori activities experienced","No reason"
3464895,61,"Maori activities experienced","No reason"
3464866,62,"Maori activities experienced","No reason"
3339821,95,"Food & beverage outlets","Poor food quality"
3464874,62,"Maori activities experienced","No reason"
3339821,98,"Maori activities experienced","Good staff"
3464907,60,"Maori activities experienced","No reason"
3464915,62,"Maori activities experienced","No reason"
3464919,61,"Maori activities experienced","No reason"
3461421,91,"Maori activities experienced","Entertaining"
3464911,64,"Maori activities experienced","No reason"
3464923,62,"Maori activities experienced","No reason"
3461611,86,"Food & beverage outlets","Limited choices"
3461421,90,"Food & beverage outlets","Too expensive"
3464899,62,"Maori activities experienced","No reason"
3464903,62,"Maori activities experienced","No reason"
3464931,62,"Maori activities experienced","No reason"
3461425,116,"Maori activities experienced","Entertaining"
3461425,113,"Food & beverage outlets","Poor food quality"
3461425,114,"Activities experienced","No reason"
3464943,64,"Maori activities experienced","No reason"
3461425,112,"Food & beverage outlets","Not as good as you get overseas"
3464927,62,"Maori activities experienced","No reason"
3464935,60,"Maori activities experienced","No reason"
3461425,115,"Maori activities experienced","Informative"
3464947,64,"Maori activities experienced","No reason"
3464963,63,"Maori activities experienced","No reason"
3464967,62,"Maori activities experienced","No reason"
3461611,87,"Food & beverage outlets","Poor food quality"
3461425,118,"Maori activities experienced","Well organised"
3461611,89,"Commercial transport","Another reason"
3464951,63,"Maori activities experienced","No reason"
3464955,62,"Maori activities experienced","No reason"
3464959,61,"Maori activities experienced","No reason"
3461425,117,"Maori activities experienced","Did not live up to expectations"
3464971,62,"Maori activities experienced","No reason"
3465023,121,"Activities experienced","Not sure"
3464975,63,"Maori activities experienced","No reason"
3464979,62,"Maori activities experienced","No reason"
3464991,60,"Maori activities experienced","No reason"
3461429,90,"Customer service","Staff not friendly"
3461611,90,"Maori activities experienced","Learnt about a new culture"
3461429,86,"Maori activities experienced","Learnt about a new culture"
3461429,89,"Maori activities experienced","Well organised"
3461615,102,"Maori activities experienced","Informative"
3461429,87,"Maori activities experienced","Entertaining"
3461615,99,"Food & beverage outlets","Limited choices"
3465047,105,"Accommodation","Too expensive"
3461615,98,"Accommodation","Too expensive"
3461615,101,"Food & beverage outlets","Supermarkets lack of variety"
3465071,87,"Customer service","Not sure"
3465047,107,"Accommodation","Poor value for money"
3465047,110,"i-Sites","Shut too early/short opening hours"
3461433,108,"Food & beverage outlets","Not as good as you get overseas"
3465071,86,"Maori activities experienced","Entertaining"
3465047,108,"Accommodation","Noisy"
3465047,106,"Accommodation","Poor standard of cleanliness/dirty"
3464987,62,"Maori activities experienced","No reason"
3461433,107,"Food & beverage outlets","Limited choices"
3461437,113,"Food & beverage outlets","Poor food quality"
3461611,88,"Food & beverage outlets","Supermarkets lack of variety"
3464995,61,"Maori activities experienced","No reason"
3461611,91,"Maori activities experienced","Good staff"
3461429,91,"Sense of safety","No reason"
3461615,100,"Food & beverage outlets","Not as good as you get overseas"
3461437,114,"Maori activities experienced","Informative"
3465079,118,"Food & beverage outlets","Not as good as you get overseas"
3465079,121,"Maori activities experienced","Informative"
3465079,117,"Food & beverage outlets","Too expensive"
3465079,120,"Maori activities experienced","Learnt about a new culture"
3461441,90,"Food & beverage outlets","Too expensive"
3465079,123,"Maori activities experienced","Good staff"
3461619,111,"Maori activities experienced","Informative"
3461445,93,"Accommodation","Poor standard of cleanliness/dirty"
3461429,88,"Maori activities experienced","Good quality/standard"
3465079,119,"Food & beverage outlets","Poor food quality"
3465047,109,"i-Sites","Only had local information"
3461441,91,"Maori activities experienced","Entertaining"
3461445,96,"Food & beverage outlets","Limited choices"
3461445,99,"Maori activities experienced","Well organised"
3465115,123,"Maori activities experienced","Good quality/standard"
3461437,115,"Maori activities experienced","Entertaining"
3461615,103,"Maori activities experienced","Good staff"
3465079,122,"Maori activities experienced","Good quality/standard"
3461615,104,"Maori activities experienced","Well organised"
3461619,112,"Maori activities experienced","Good staff"
3461445,94,"Accommodation","No free internet"
3461619,110,"Accommodation","Poor/old facilities"
3461619,113,"Maori activities experienced","Well organised"
3461445,95,"Accommodation","Poor value for money"
3465115,122,"Maori activities experienced","Entertaining"
3461445,98,"Maori activities experienced","Informative"
3461449,101,"Activities experienced","Poor service"
3465079,124,"Maori activities experienced","Well organised"
3461445,97,"Maori activities experienced","Learnt about a new culture"
3461449,102,"Activities experienced","Another reason"
3465132,85,"Commercial transport","Expensive"
3465115,126,"Maori activities experienced","Well organised"
3461449,105,"Maori activities experienced","Entertaining"
3465115,124,"Maori activities experienced","Good staff"
3465115,125,"Maori activities experienced","Not very informative"
3461449,104,"Maori activities experienced","Informative"
3461449,100,"Food & beverage outlets","Too expensive"
3461449,103,"Maori activities experienced","Learnt about a new culture"
3461449,106,"Maori activities experienced","Well organised"
3461619,114,"i-Sites","Another reason"
3461623,110,"Food & beverage outlets","Not as good as you get overseas"
3461623,113,"Maori activities experienced","Informative"
3465132,87,"Maori activities experienced","Not very informative"
3461623,111,"Food & beverage outlets","Poor food quality"
3461623,114,"Maori activities experienced","Good quality/standard"
