"SurveyResponseID","AnswerNumber","TechnologyType"
3188846,145,"Your own mobile phone with a sim card purchased in New Zealand"
3188846,146,"Wi-fi internet locations"
3188846,147,"Your own laptop or iPad/tablet"
3188849,97,"Your own mobile phone set to global roaming"
3188849,98,"Wi-fi internet locations"
3188849,99,"Your own laptop or iPad/tablet"
3188855,127,"Wi-fi internet locations"
3188855,128,"Your own laptop or iPad/tablet"
3188862,133,"Your own mobile phone set to global roaming"
3188862,134,"Wi-fi internet locations"
3188862,135,"Your own laptop or iPad/tablet"
3188864,117,"Your own mobile phone set to global roaming"
3188864,118,"Smart phone"
3188864,119,"Wi-fi internet locations"
3188864,120,"Your own laptop or iPad/tablet"
3188867,143,"Your own mobile phone set to global roaming"
3188867,144,"Internet cafes"
3188868,124,"Your own mobile phone with a sim card purchased in New Zealand"
3188868,125,"Smart phone"
3188874,103,"Your own mobile phone with a sim card purchased in New Zealand"
3188875,112,"Your own mobile phone with a sim card purchased in New Zealand"
3188875,113,"Your own laptop or iPad/tablet"
3188876,101,"Your own mobile phone set to global roaming"
3188876,102,"Your own laptop or iPad/tablet"
3188878,131,"Smart phone"
3188878,132,"Internet cafes"
3188878,133,"Wi-fi internet locations"
3188930,148,"A mobile phone purchased in New Zealand"
3188934,131,"Smart phone"
3188934,132,"Wi-fi internet locations"
3188937,173,"Internet cafes"
3188937,174,"Wi-fi internet locations"
3188938,169,"Your own laptop or iPad/tablet"
3188939,140,"Your own mobile phone with a sim card purchased in New Zealand"
3188939,141,"Wi-fi internet locations"
3188939,142,"Your own laptop or iPad/tablet"
3188941,115,"Your own mobile phone with a sim card purchased in New Zealand"
3188941,116,"Smart phone"
3188941,117,"Internet cafes"
3188941,118,"Wi-fi internet locations"
3188941,119,"Your own laptop or iPad/tablet"
3188942,171,"Your own mobile phone with a sim card purchased in New Zealand"
3188942,172,"Wi-fi internet locations"
3188942,173,"Your own laptop or iPad/tablet"
3188945,164,"Your own mobile phone with a sim card purchased in New Zealand"
3188945,165,"Wi-fi internet locations"
3188945,166,"Your own laptop or iPad/tablet"
3188950,92,"Your own mobile phone set to global roaming"
3188950,93,"Wi-fi internet locations"
3188951,144,"Your own mobile phone set to global roaming"
3188951,145,"Wi-fi internet locations"
3188951,146,"Your own laptop or iPad/tablet"
3188952,99,"Your own mobile phone with a sim card purchased in New Zealand"
3188952,100,"Smart phone"
3188952,101,"Wi-fi internet locations"
3188952,102,"Your own laptop or iPad/tablet"
3188953,126,"Your own mobile phone with a sim card purchased in New Zealand"
3188953,127,"Smart phone"
3188953,128,"Wi-fi internet locations"
3188953,129,"Your own laptop or iPad/tablet"
3188955,131,"Your own mobile phone with a sim card purchased in New Zealand"
3188955,132,"Smart phone"
3188955,133,"Internet cafes"
3188955,134,"Wi-fi internet locations"
3188984,121,"Smart phone"
3188984,122,"Internet cafes"
3188984,123,"Wi-fi internet locations"
3188985,130,"Smart phone"
3188985,131,"Wi-fi internet locations"
3188985,132,"Your own laptop or iPad/tablet"
3188987,140,"Your own mobile phone with a sim card purchased in New Zealand"
3188887,123,"Your own mobile phone with a sim card purchased in New Zealand"
3188887,124,"Internet cafes"
3188887,125,"Wi-fi internet locations"
3188888,116,"Smart phone"
3188891,132,"Your own mobile phone with a sim card purchased in New Zealand"
3188891,133,"Internet cafes"
3188891,134,"Wi-fi internet locations"
3188895,128,"Your own mobile phone set to global roaming"
3188895,129,"Wi-fi internet locations"
3188896,102,"Smart phone"
3188896,103,"Wi-fi internet locations"
3188898,125,"Your own mobile phone with a sim card purchased in New Zealand"
3188898,126,"Internet cafes"
3188898,127,"Wi-fi internet locations"
3188900,151,"Smart phone"
3188900,152,"Wi-fi internet locations"
3188900,153,"Your own laptop or iPad/tablet"
3188902,149,"Your own mobile phone with a sim card purchased in New Zealand"
3188902,150,"Wi-fi internet locations"
3188902,151,"Your own laptop or iPad/tablet"
3188963,180,"Internet cafes"
3188963,181,"Wi-fi internet locations"
3188963,182,"Your own laptop or iPad/tablet"
3188964,136,"Your own mobile phone set to global roaming"
3188964,137,"Smart phone"
3188964,138,"Wi-fi internet locations"
3189053,115,"Your own mobile phone set to global roaming"
3189053,116,"Wi-fi internet locations"
3189053,117,"Your own laptop or iPad/tablet"
3189056,129,"Wi-fi internet locations"
3189056,130,"Your own laptop or iPad/tablet"
3189057,97,"Smart phone"
3189057,98,"Wi-fi internet locations"
3189057,99,"Your own laptop or iPad/tablet"
3189058,116,"Your own mobile phone with a sim card purchased in New Zealand"
3189058,117,"Your own laptop or iPad/tablet"
3189065,123,"Your own mobile phone with a sim card purchased in New Zealand"
3189065,124,"Wi-fi internet locations"
3189065,125,"Your own laptop or iPad/tablet"
3189068,113,"Internet cafes"
3189068,114,"Wi-fi internet locations"
3189068,115,"Your own laptop or iPad/tablet"
3189070,104,"Wi-fi internet locations"
3189070,105,"Your own laptop or iPad/tablet"
3189071,120,"Your own mobile phone set to global roaming"
3189071,121,"Smart phone"
3189071,122,"Wi-fi internet locations"
3189071,123,"Your own laptop or iPad/tablet"
3189072,128,"Your own mobile phone with a sim card purchased in New Zealand"
3189072,129,"Wi-fi internet locations"
3189072,130,"Your own laptop or iPad/tablet"
3189074,129,"None of these"
3189075,130,"Your own mobile phone with a sim card purchased in New Zealand"
3189075,131,"Wi-fi internet locations"
3189075,132,"Your own laptop or iPad/tablet"
3189077,106,"Your own mobile phone with a sim card purchased in New Zealand"
3189077,107,"Your own mobile phone set to global roaming"
3189077,108,"Smart phone"
3189077,109,"Wi-fi internet locations"
3189077,110,"Your own laptop or iPad/tablet"
3189078,135,"Your own mobile phone set to global roaming"
3189078,136,"Wi-fi internet locations"
3189001,157,"Wi-fi internet locations"
3189001,158,"Your own laptop or iPad/tablet"
3189001,159,"Other types of technology"
3189003,164,"Wi-fi internet locations"
3189003,165,"Your own laptop or iPad/tablet"
3189003,166,"Other types of technology"
3189006,139,"Internet cafes"
3189006,140,"Wi-fi internet locations"
3189006,141,"Your own laptop or iPad/tablet"
3189008,125,"Your own mobile phone set to global roaming"
3189008,126,"Wi-fi internet locations"
3189008,127,"Your own laptop or iPad/tablet"
3189081,125,"Your own mobile phone with a sim card purchased in New Zealand"
3189081,126,"Wi-fi internet locations"
3189042,128,"Your own mobile phone with a sim card purchased in New Zealand"
3189042,129,"Wi-fi internet locations"
3189042,130,"Your own laptop or iPad/tablet"
3189043,123,"Wi-fi internet locations"
3189083,109,"Your own mobile phone set to global roaming"
3189083,110,"Your own laptop or iPad/tablet"
3189084,96,"Your own mobile phone with a sim card purchased in New Zealand"
3189091,129,"Your own mobile phone set to global roaming"
3189091,130,"Smart phone"
3189091,131,"Wi-fi internet locations"
3189093,104,"Your own mobile phone set to global roaming"
3189093,105,"Internet cafes"
3189093,106,"Wi-fi internet locations"
3189100,102,"A mobile phone purchased in New Zealand"
3189100,103,"Your own laptop or iPad/tablet"
3189103,153,"Your own mobile phone set to global roaming"
3189103,154,"Wi-fi internet locations"
3189103,155,"Your own laptop or iPad/tablet"
3189106,139,"Wi-fi internet locations"
3189106,140,"Your own laptop or iPad/tablet"
3189013,101,"Your own mobile phone set to global roaming"
3189013,102,"Wi-fi internet locations"
3189013,103,"Your own laptop or iPad/tablet"
3189015,94,"Your own mobile phone with a sim card purchased in New Zealand"
3189015,95,"Your own mobile phone set to global roaming"
3189015,96,"Smart phone"
3189015,97,"Wi-fi internet locations"
3189015,98,"Your own laptop or iPad/tablet"
3189017,130,"Your own mobile phone set to global roaming"
3189017,131,"Smart phone"
3189017,132,"Wi-fi internet locations"
3189017,133,"Your own laptop or iPad/tablet"
3189019,107,"Wi-fi internet locations"
3189023,166,"Your own mobile phone with a sim card purchased in New Zealand"
3189023,167,"Smart phone"
3189023,168,"Wi-fi internet locations"
3189029,135,"Your own laptop or iPad/tablet"
3189030,152,"Your own mobile phone with a sim card purchased in New Zealand"
3189111,126,"Your own mobile phone with a sim card purchased in New Zealand"
3189111,127,"Wi-fi internet locations"
3189111,128,"Your own laptop or iPad/tablet"
3189113,123,"Your own mobile phone set to global roaming"
3189113,124,"Smart phone"
3189116,116,"Smart phone"
3189044,115,"Your own mobile phone set to global roaming"
3189044,116,"Wi-fi internet locations"
3189045,122,"Smart phone"
3189047,124,"Your own mobile phone with a sim card purchased in New Zealand"
3189047,125,"Smart phone"
3189047,126,"Wi-fi internet locations"
3189047,127,"Your own laptop or iPad/tablet"
3189123,108,"Your own laptop or iPad/tablet"
3189126,140,"Your own mobile phone with a sim card purchased in New Zealand"
3189126,141,"Wi-fi internet locations"
3189126,142,"Your own laptop or iPad/tablet"
3189127,113,"Your own mobile phone with a sim card purchased in New Zealand"
3189127,114,"Wi-fi internet locations"
3189127,115,"Your own laptop or iPad/tablet"
3189128,99,"Your own mobile phone set to global roaming"
3189128,100,"Wi-fi internet locations"
3189128,101,"Your own laptop or iPad/tablet"
3189129,124,"None of these"
3189130,112,"Your own mobile phone set to global roaming"
3189130,113,"Wi-fi internet locations"
3189131,95,"Wi-fi internet locations"
3189131,96,"Your own laptop or iPad/tablet"
3189133,101,"Your own mobile phone set to global roaming"
3189135,99,"Smart phone"
3189135,100,"Wi-fi internet locations"
3189137,107,"Smart phone"
3189137,108,"Wi-fi internet locations"
3189137,109,"Your own laptop or iPad/tablet"
3189140,112,"Smart phone"
3189140,113,"Wi-fi internet locations"
3189140,114,"Your own laptop or iPad/tablet"
3189141,126,"Wi-fi internet locations"
3189145,109,"Wi-fi internet locations"
3189145,110,"Your own laptop or iPad/tablet"
3189146,136,"Wi-fi internet locations"
3189146,137,"Your own laptop or iPad/tablet"
3189149,106,"A mobile phone purchased in New Zealand"
3189149,107,"Smart phone"
3189149,108,"Your own laptop or iPad/tablet"
3189150,132,"Wi-fi internet locations"
3189152,96,"Your own mobile phone set to global roaming"
3189152,97,"Wi-fi internet locations"
3189152,98,"Your own laptop or iPad/tablet"
3189154,103,"Your own mobile phone with a sim card purchased in New Zealand"
3189156,122,"Your own mobile phone with a sim card purchased in New Zealand"
3189156,123,"Your own laptop or iPad/tablet"
3189157,93,"None of these"
3189160,107,"Your own mobile phone set to global roaming"
3189160,108,"Smart phone"
3189160,109,"Wi-fi internet locations"
3189160,110,"Your own laptop or iPad/tablet"
3189161,113,"Wi-fi internet locations"
3189161,114,"Your own laptop or iPad/tablet"
3189162,113,"Smart phone"
3189162,114,"Internet cafes"
3189162,115,"Wi-fi internet locations"
3189162,116,"Your own laptop or iPad/tablet"
3189164,112,"Your own mobile phone set to global roaming"
3189164,113,"Wi-fi internet locations"
3189164,114,"Your own laptop or iPad/tablet"
3189168,131,"Your own mobile phone set to global roaming"
3189168,132,"Your own laptop or iPad/tablet"
3189169,106,"Your own mobile phone set to global roaming"
3189169,107,"Wi-fi internet locations"
3189172,133,"Internet cafes"
3189172,134,"Wi-fi internet locations"
3189172,135,"Your own laptop or iPad/tablet"
3189176,119,"Your own mobile phone with a sim card purchased in New Zealand"
3189176,120,"Your own mobile phone set to global roaming"
3189176,121,"Smart phone"
3189176,122,"Wi-fi internet locations"
3189176,123,"Your own laptop or iPad/tablet"
3189179,108,"Your own laptop or iPad/tablet"
3189216,129,"Internet cafes"
3189216,130,"Wi-fi internet locations"
3189220,112,"Smart phone"
3189221,128,"Smart phone"
3189221,129,"Wi-fi internet locations"
3189224,102,"Wi-fi internet locations"
3189182,109,"Smart phone"
3189182,110,"Wi-fi internet locations"
3189183,108,"Smart phone"
3189183,109,"Wi-fi internet locations"
3189184,112,"Smart phone"
3189184,113,"Wi-fi internet locations"
3189184,114,"Your own laptop or iPad/tablet"
3189186,127,"Smart phone"
3189186,128,"Wi-fi internet locations"
3189186,129,"Your own laptop or iPad/tablet"
3189187,113,"Smart phone"
3189187,114,"Wi-fi internet locations"
3189188,123,"Smart phone"
3189188,124,"Internet cafes"
3189188,125,"Wi-fi internet locations"
3189188,126,"Your own laptop or iPad/tablet"
3189190,95,"Smart phone"
3189190,96,"Wi-fi internet locations"
3189225,124,"Wi-fi internet locations"
3189226,139,"Smart phone"
3189226,140,"Wi-fi internet locations"
3189226,141,"Your own laptop or iPad/tablet"
3189227,142,"Smart phone"
3189227,143,"Internet cafes"
3189227,144,"Wi-fi internet locations"
3189227,145,"Your own laptop or iPad/tablet"
3189228,108,"None of these"
3189230,115,"Smart phone"
3189234,105,"Internet cafes"
3189234,106,"Your own laptop or iPad/tablet"
3189236,157,"Smart phone"
3189236,158,"Internet cafes"
3189236,159,"Wi-fi internet locations"
3189236,160,"Your own laptop or iPad/tablet"
3189191,140,"Smart phone"
3189191,141,"Internet cafes"
3189191,142,"Wi-fi internet locations"
3189193,135,"Smart phone"
3189194,94,"Wi-fi internet locations"
3189194,95,"Your own laptop or iPad/tablet"
3189235,127,"Wi-fi internet locations"
3189235,128,"Your own laptop or iPad/tablet"
3189237,109,"Smart phone"
3189237,110,"Wi-fi internet locations"
3189197,139,"Smart phone"
3189197,140,"Wi-fi internet locations"
3189244,129,"None of these"
3189245,140,"Smart phone"
3189245,141,"Wi-fi internet locations"
3189265,125,"Smart phone"
